GEOID,TRACTCE10,geometry_wkt
48453000101,000101,"POLYGON ((-97.760165 30.32735, -97.7626 30.328566, -97.76351299999999 30.329023, -97.764589 30.32957, -97.764359 30.330340999999997, -97.764011 30.331007999999997, -97.76353499999999 30.33149, -97.762973 30.331806, -97.762675 30.331978999999997, -97.760849 30.332577999999998, -97.760589 30.332794999999997, -97.760403 30.333036999999997, -97.75978599999999 30.333865999999997, -97.758597 30.335673999999997, -97.758324 30.335839, -97.75704999999999 30.337418999999997, -97.756013 30.336812, -97.755614 30.336592999999997, -97.75527699999999 30.336413, -97.75501299999999 30.336232, -97.754858 30.336115999999997, -97.754302 30.335815999999998, -97.75401099999999 30.335670999999998, -97.753726 30.335528999999998, -97.752591 30.334956, -97.751533 30.334563, -97.750365 30.334470999999997, -97.749749 30.334494999999997, -97.749743 30.334398, -97.749732 30.334283, -97.74967699999999 30.334049, -97.749641 30.333956999999998, -97.74954699999999 30.333797999999998, -97.749224 30.333304, -97.74915399999999 30.333171, -97.749073 30.333056, -97.748971 30.332932, -97.74887 30.332832, -97.748741 30.332722999999998, -97.748594 30.332614, -97.748464 30.332531999999997, -97.74791499999999 30.332258999999997, -97.74786499999999 30.332224999999998, -97.74765599999999 30.332043, -97.747405 30.331858999999998, -97.747134 30.331543999999997, -97.746983 30.331415, -97.746786 30.331256, -97.74673299999999 30.331201, -97.746534 30.330963999999998, -97.746488 30.330897999999998, -97.746422 30.330766999999998, -97.746369 30.330641, -97.746347 30.330565999999997, -97.746343 30.330492999999997, -97.746358 30.330420999999998, -97.746389 30.330351999999998, -97.74642999999999 30.330295, -97.746494 30.33023, -97.746623 30.33014, -97.74670599999999 30.330056, -97.74681 30.329924, -97.746898 30.329788999999998, -97.74694199999999 30.329677999999998, -97.746984 30.329552, -97.747 30.329462999999997, -97.74700899999999 30.329096999999997, -97.747053 30.328643999999997, -97.74706599999999 30.328464, -97.747069 30.32829, -97.74704299999999 30.328115, -97.74700999999999 30.328013, -97.74700999999999 30.327869, -97.74698599999999 30.327481, -97.74694199999999 30.327298, -97.74689 30.327143, -97.746832 30.327029, -97.746758 30.326916999999998, -97.74651899999999 30.32661, -97.746229 30.326317, -97.746186 30.326269, -97.74611999999999 30.326181, -97.74609699999999 30.326141, -97.746074 30.3261, -97.74604199999999 30.32602, -97.745977 30.325819, -97.745964 30.325720999999998, -97.74593 30.325619999999997, -97.745892 30.325529999999997, -97.745858 30.325374999999998, -97.745802 30.325072, -97.74577 30.324941, -97.74575 30.324680999999998, -97.745753 30.324516, -97.745767 30.324354, -97.745789 30.324171, -97.745785 30.323960999999997, -97.745802 30.323767, -97.745818 30.323677, -97.745853 30.323536999999998, -97.745899 30.323392, -97.74591799999999 30.323273999999998, -97.74591799999999 30.323197, -97.745905 30.323109, -97.745862 30.322951, -97.74579899999999 30.322771, -97.74573199999999 30.322627999999998, -97.74558999999999 30.322409999999998, -97.745413 30.322094999999997, -97.745353 30.321963, -97.74534399999999 30.321935, -97.745288 30.321765, -97.74515799999999 30.321191, -97.745156 30.321123, -97.745161 30.321049, -97.74516799999999 30.320995999999997, -97.74518599999999 30.320946, -97.74536499999999 30.320636, -97.745415 30.320521, -97.74545499999999 30.320453999999998, -97.745498 30.320406, -97.745522 30.320386, -97.74568 30.320252999999997, -97.74579299999999 30.320148999999997, -97.74582099999999 30.320100999999998, -97.745857 30.320076999999998, -97.745909 30.320057, -97.746192 30.320057, -97.746282 30.320071, -97.74654699999999 30.320155999999997, -97.74708 30.320352999999997, -97.74721 30.320408999999998, -97.747294 30.320462, -97.747331 30.320514, -97.7474 30.320549, -97.74771 30.320663, -97.747828 30.320711, -97.74785299999999 30.320712, -97.747918 30.320694, -97.748003 30.320701999999997, -97.748054 30.320717, -97.748359 30.320852, -97.74846 30.320885999999998, -97.748576 30.320912, -97.74874799999999 30.320933, -97.748919 30.320945, -97.74904699999999 30.320940999999998, -97.749099 30.320936, -97.74925999999999 30.320863, -97.749292 30.320717, -97.74931 30.320584, -97.749324 30.32048, -97.749344 30.32021, -97.74935599999999 30.319944999999997, -97.749325 30.319734999999998, -97.749241 30.319394, -97.749203 30.319186, -97.749123 30.318963, -97.749118 30.318876, -97.74910899999999 30.318759, -97.749094 30.318216999999997, -97.749139 30.317957, -97.74919299999999 30.317878, -97.74920999999999 30.317783, -97.749209 30.317759, -97.749202 30.317740999999998, -97.749089 30.317584, -97.748896 30.317300000000003, -97.748876 30.317116, -97.748914 30.316855, -97.74904099999999 30.316418, -97.749226 30.316024, -97.74924899999999 30.315936999999998, -97.749246 30.315669, -97.749184 30.315367, -97.749105 30.315196, -97.749084 30.315127, -97.749079 30.315037999999998, -97.74910299999999 30.314885, -97.74914299999999 30.314716999999998, -97.749146 30.314653999999997, -97.749079 30.314076999999997, -97.74904199999999 30.313819, -97.748987 30.313516999999997, -97.748941 30.313316, -97.748896 30.313188999999998, -97.74882699999999 30.313056, -97.748797 30.313028, -97.748725 30.312998, -97.74865 30.312972, -97.74862999999999 30.312943999999998, -97.748622 30.312882, -97.74860699999999 30.312602, -97.748617 30.312452999999998, -97.748628 30.312383999999998, -97.748655 30.31231, -97.748722 30.312202, -97.748745 30.312137, -97.748756 30.312087, -97.74877599999999 30.311863, -97.748809 30.311674, -97.74882699999999 30.311612, -97.748888 30.311445, -97.748972 30.310900999999998, -97.74897899999999 30.310762999999998, -97.748959 30.310503999999998, -97.748921 30.310008999999997, -97.748919 30.30997, -97.748905 30.309711999999998, -97.7489 30.309524999999997, -97.74888299999999 30.309414999999998, -97.74879399999999 30.309124999999998, -97.7488 30.309082999999998, -97.748831 30.309023, -97.748842 30.308964, -97.748834 30.308906999999998, -97.748774 30.308747, -97.748616 30.30839, -97.748464 30.308061, -97.74820899999999 30.307420999999998, -97.748003 30.307218, -97.74793799999999 30.307143, -97.747875 30.307046999999997, -97.747846 30.306984999999997, -97.747787 30.306835, -97.747621 30.306493999999997, -97.74750399999999 30.306267, -97.747478 30.306200999999998, -97.747462 30.306129, -97.747458 30.305996, -97.74746599999999 30.305912, -97.74749399999999 30.305806999999998, -97.74754999999999 30.305687, -97.74758899999999 30.305623999999998, -97.74763399999999 30.305576, -97.747804 30.305443, -97.74797699999999 30.305315, -97.748089 30.30522, -97.74829899999999 30.305028999999998, -97.748346 30.304976999999997, -97.74838199999999 30.304952, -97.748459 30.30492, -97.748589 30.304875, -97.748645 30.304857, -97.74871399999999 30.30483, -97.74875 30.304800999999998, -97.74877 30.304779, -97.748791 30.304761, -97.749259 30.304986999999997, -97.749292 30.305138999999997, -97.749308 30.305208999999998, -97.749319 30.305363, -97.74931099999999 30.305456, -97.74927199999999 30.305621, -97.749223 30.305735, -97.749231 30.305830999999998, -97.749299 30.305933999999997, -97.74938499999999 30.30603, -97.749471 30.306105, -97.74986799999999 30.306465, -97.750227 30.306783, -97.750469 30.307039, -97.750777 30.307195999999998, -97.751166 30.307468, -97.751601 30.307800999999998, -97.752614 30.308097, -97.754291 30.308481999999998, -97.754623 30.30858, -97.754803 30.308586, -97.754943 30.308588999999998, -97.755507 30.308677, -97.755887 30.308735, -97.756332 30.308830999999998, -97.756697 30.308888999999997, -97.757009 30.308937, -97.757179 30.308968, -97.757368 30.308995999999997, -97.75757999999999 30.309025, -97.75764 30.309037, -97.757808 30.309068, -97.757705 30.309547, -97.757426 30.310955, -97.757204 30.312617, -97.757167 30.312849999999997, -97.757055 30.313329, -97.757031 30.313488, -97.756783 30.314842, -97.756576 30.316609, -97.75632999999999 30.318528999999998, -97.75617799999999 30.319739, -97.756129 30.320995, -97.756137 30.321379, -97.75613799999999 30.321419, -97.756137 30.321469999999998, -97.756119 30.322160999999998, -97.755991 30.325013, -97.75613 30.325049999999997, -97.756975 30.325473, -97.75788 30.32611, -97.75849699999999 30.326666999999997, -97.758584 30.326726999999998, -97.75878 30.326862, -97.75943799999999 30.327153, -97.760165 30.32735))"
48453000102,000102,"POLYGON ((-97.76351299999999 30.329023, -97.7626 30.328566, -97.760165 30.32735, -97.75943799999999 30.327153, -97.75878 30.326862, -97.758584 30.326726999999998, -97.75849699999999 30.326666999999997, -97.75788 30.32611, -97.756975 30.325473, -97.75613 30.325049999999997, -97.755991 30.325013, -97.756119 30.322160999999998, -97.756137 30.321469999999998, -97.75613799999999 30.321419, -97.756137 30.321379, -97.756129 30.320995, -97.75617799999999 30.319739, -97.75632999999999 30.318528999999998, -97.756576 30.316609, -97.756783 30.314842, -97.757031 30.313488, -97.757055 30.313329, -97.757167 30.312849999999997, -97.757204 30.312617, -97.757426 30.310955, -97.757705 30.309547, -97.757808 30.309068, -97.757914 30.309088, -97.758224 30.309144999999997, -97.759327 30.309376, -97.760761 30.309734, -97.761624 30.309949999999997, -97.762142 30.310208, -97.76267399999999 30.31048, -97.763122 30.3108, -97.76396199999999 30.311652, -97.764173 30.311849, -97.764822 30.312238999999998, -97.76605599999999 30.312953999999998, -97.766116 30.312986, -97.767155 30.313537, -97.767355 30.313654, -97.767567 30.313786999999998, -97.767956 30.313958, -97.768068 30.314016, -97.76817899999999 30.314075, -97.76903999999999 30.314529, -97.77013099999999 30.314118999999998, -97.77053199999999 30.313885, -97.7716 30.313163999999997, -97.772277 30.312908, -97.772927 30.312738999999997, -97.773834 30.312597999999998, -97.77417299999999 30.312645999999997, -97.774711 30.312863, -97.77508399999999 30.313105999999998, -97.77588399999999 30.313606, -97.775857 30.314138, -97.775661 30.31803, -97.77612099999999 30.320918, -97.776072 30.322177, -97.77650299999999 30.323838, -97.778601 30.328395999999998, -97.779747 30.330537, -97.780923 30.332248, -97.78103899999999 30.332416, -97.780102 30.332476, -97.779428 30.33248, -97.77887899999999 30.333095, -97.77725099999999 30.335186, -97.777695 30.335390999999998, -97.777823 30.335544, -97.777853 30.335551, -97.778076 30.335628, -97.778127 30.335652, -97.778358 30.335787999999997, -97.778694 30.336423, -97.778489 30.337145, -97.777459 30.337249, -97.777323 30.337155, -97.777278 30.337149999999998, -97.777086 30.337099, -97.77696 30.337049999999998, -97.776827 30.336982, -97.776665 30.336888, -97.776618 30.336855, -97.776568 30.336812, -97.776491 30.336724999999998, -97.77645299999999 30.336667, -97.776409 30.336568999999997, -97.776387 30.336489, -97.776388 30.33643, -97.776388 30.336381, -97.776395 30.33634, -97.776392 30.336297, -97.776262 30.335887999999997, -97.776223 30.335811999999997, -97.77618199999999 30.335759999999997, -97.77614 30.335727, -97.77604099999999 30.33568, -97.775971 30.335652999999997, -97.77584399999999 30.335614, -97.77579399999999 30.335607999999997, -97.77573699999999 30.335611999999998, -97.775689 30.335625, -97.77564699999999 30.335648, -97.775436 30.335884, -97.77524299999999 30.336167, -97.77514 30.336329, -97.775103 30.336394, -97.775076 30.336451, -97.774987 30.336668999999997, -97.774959 30.336755999999998, -97.774958 30.33681, -97.77497699999999 30.336964, -97.775081 30.337294, -97.775086 30.337348, -97.77509599999999 30.337394999999997, -97.775157 30.337562, -97.775183 30.337601, -97.775397 30.337823, -97.775431 30.337871, -97.77545599999999 30.337923999999997, -97.77546799999999 30.337971, -97.775474 30.338054, -97.77546699999999 30.338103999999998, -97.775447 30.338164, -97.775402 30.338237, -97.7753 30.33835, -97.775235 30.338404999999998, -97.775036 30.338545, -97.774915 30.338618999999998, -97.774807 30.338668, -97.77474699999999 30.338687, -97.77465199999999 30.338700000000003, -97.774582 30.338701, -97.774446 30.338689, -97.77431899999999 30.338666999999997, -97.77389099999999 30.338528999999998, -97.77381 30.338509, -97.773715 30.338493999999997, -97.77365499999999 30.338496, -97.773488 30.338535999999998, -97.773344 30.338566, -97.773264 30.338589, -97.773116 30.338642999999998, -97.77306 30.338672, -97.772898 30.338828999999997, -97.77284 30.33891, -97.772767 30.338995999999998, -97.772633 30.339122, -97.77256799999999 30.339159, -97.77251199999999 30.339171, -97.772442 30.339167, -97.77242 30.339169, -97.772391 30.339181, -97.772339 30.339177999999997, -97.772302 30.339166, -97.772247 30.339119, -97.772189 30.339098, -97.772162 30.339094, -97.77214099999999 30.339101999999997, -97.771998 30.339401, -97.771964 30.339442, -97.771931 30.339468, -97.77166199999999 30.339634999999998, -97.771534 30.339726, -97.77142699999999 30.339823, -97.77099299999999 30.340287, -97.770805 30.340495999999998, -97.770377 30.340897, -97.77028999999999 30.340954, -97.770209 30.340992999999997, -97.770095 30.341032, -97.769966 30.341065999999998, -97.76982799999999 30.341082999999998, -97.769517 30.341109, -97.76943 30.341109999999997, -97.769166 30.34107, -97.76902799999999 30.341058999999998, -97.768969 30.341044, -97.768706 30.340944, -97.76860699999999 30.341006, -97.767752 30.340469, -97.76713 30.340321999999997, -97.766286 30.340563999999997, -97.764279 30.342178999999998, -97.76333699999999 30.342464999999997, -97.763099 30.342537999999998, -97.76285999999999 30.342609999999997, -97.7617 30.341998, -97.761341 30.341782, -97.760948 30.341452999999998, -97.760809 30.341337, -97.760284 30.340859, -97.75998899999999 30.340141, -97.759321 30.33953, -97.759103 30.339135, -97.758905 30.338471, -97.757705 30.33779, -97.75704999999999 30.337418999999997, -97.758324 30.335839, -97.758597 30.335673999999997, -97.75978599999999 30.333865999999997, -97.760403 30.333036999999997, -97.760589 30.332794999999997, -97.760849 30.332577999999998, -97.762675 30.331978999999997, -97.762973 30.331806, -97.76353499999999 30.33149, -97.764011 30.331007999999997, -97.764359 30.330340999999997, -97.764589 30.32957, -97.76351299999999 30.329023))"
48453000203,000203,"POLYGON ((-97.732176 30.316699, -97.73222299999999 30.316499, -97.732249 30.316264, -97.732281 30.315841, -97.73232499999999 30.315365999999997, -97.732362 30.314892, -97.732464 30.31362, -97.732512 30.313022999999998, -97.732638 30.311362, -97.732976 30.310843, -97.733665 30.309724, -97.73434999999999 30.308649, -97.7351 30.307516999999997, -97.735796 30.30639, -97.736526 30.305244, -97.737298 30.304066, -97.73764299999999 30.303493, -97.738147 30.302740999999997, -97.738295 30.302819999999997, -97.73925799999999 30.30333, -97.739784 30.30358, -97.74143099999999 30.304425, -97.743049 30.305197, -97.742381 30.306254, -97.741895 30.307091, -97.74139 30.307862, -97.740718 30.308912999999997, -97.740039 30.309949999999997, -97.739311 30.31101, -97.73854 30.312098, -97.737571 30.313464, -97.738776 30.314041, -97.739649 30.31448, -97.74056 30.3149, -97.74156699999999 30.315400999999998, -97.740769 30.316694, -97.73991199999999 30.318019, -97.739561 30.318595, -97.73754699999999 30.317657999999998, -97.736848 30.318766, -97.73647 30.319391, -97.735734 30.320525999999997, -97.73531299999999 30.32118, -97.734892 30.321851, -97.73398999999999 30.323309, -97.73304499999999 30.322847, -97.732072 30.322366, -97.731865 30.322262, -97.73187899999999 30.322181999999998, -97.733538 30.319416, -97.733537 30.319415, -97.733468 30.319394, -97.733255 30.319322999999997, -97.731133 30.318265, -97.73144099999999 30.317781999999998, -97.731736 30.317363999999998, -97.732176 30.316699))"
48453000204,000204,"POLYGON ((-97.746922 30.297362999999997, -97.74742499999999 30.297587999999998, -97.747772 30.297742999999997, -97.748499 30.298133999999997, -97.74910899999999 30.298862, -97.749049 30.298886, -97.74891199999999 30.298924, -97.74870399999999 30.298999, -97.74857899999999 30.299031999999997, -97.748521 30.299041, -97.748358 30.299048, -97.74798799999999 30.299044, -97.74776899999999 30.29903, -97.747576 30.298997, -97.74752099999999 30.299000999999997, -97.747475 30.299015999999998, -97.74743 30.29903, -97.747362 30.299063999999998, -97.747295 30.299111, -97.74723499999999 30.299169, -97.74718399999999 30.299238, -97.747146 30.299312999999998, -97.74712199999999 30.299391, -97.74710999999999 30.299484, -97.747112 30.29956, -97.747123 30.299602, -97.747182 30.299716, -97.74729099999999 30.299908, -97.747379 30.300046, -97.747463 30.300144, -97.747563 30.300237, -97.747666 30.300321, -97.74793199999999 30.300514999999997, -97.748229 30.300746999999998, -97.74856199999999 30.300998, -97.748688 30.301102999999998, -97.749059 30.301454, -97.74927199999999 30.301792, -97.74936799999999 30.301966999999998, -97.74947 30.30219, -97.74953599999999 30.302296, -97.749645 30.302436, -97.74976699999999 30.302539999999997, -97.74991 30.302560999999997, -97.750069 30.302643, -97.750085 30.302654999999998, -97.75009 30.302673, -97.75008299999999 30.302726, -97.750063 30.302822, -97.750006 30.303046, -97.74997599999999 30.303106999999997, -97.74994099999999 30.303145999999998, -97.74985799999999 30.303226, -97.74971699999999 30.30335, -97.74967699999999 30.303403, -97.74951899999999 30.303686, -97.749473 30.303811, -97.74941199999999 30.303956, -97.74935099999999 30.304067999999997, -97.749297 30.304149, -97.749138 30.304333999999997, -97.74900199999999 30.304501, -97.748868 30.304648, -97.748801 30.30474, -97.748791 30.304761, -97.74877 30.304779, -97.74875 30.304800999999998, -97.74871399999999 30.30483, -97.748645 30.304857, -97.748589 30.304875, -97.748459 30.30492, -97.74838199999999 30.304952, -97.748346 30.304976999999997, -97.74829899999999 30.305028999999998, -97.748089 30.30522, -97.74797699999999 30.305315, -97.747804 30.305443, -97.74763399999999 30.305576, -97.74758899999999 30.305623999999998, -97.74754999999999 30.305687, -97.74749399999999 30.305806999999998, -97.74746599999999 30.305912, -97.747458 30.305996, -97.747462 30.306129, -97.747478 30.306200999999998, -97.74750399999999 30.306267, -97.747621 30.306493999999997, -97.747787 30.306835, -97.747846 30.306984999999997, -97.747875 30.307046999999997, -97.74793799999999 30.307143, -97.748003 30.307218, -97.74820899999999 30.307420999999998, -97.748464 30.308061, -97.748616 30.30839, -97.748774 30.308747, -97.748834 30.308906999999998, -97.748842 30.308964, -97.748831 30.309023, -97.7488 30.309082999999998, -97.74879399999999 30.309124999999998, -97.74888299999999 30.309414999999998, -97.7489 30.309524999999997, -97.748905 30.309711999999998, -97.748919 30.30997, -97.748921 30.310008999999997, -97.748959 30.310503999999998, -97.74897899999999 30.310762999999998, -97.748972 30.310900999999998, -97.748888 30.311445, -97.74882699999999 30.311612, -97.748809 30.311674, -97.74877599999999 30.311863, -97.748756 30.312087, -97.748745 30.312137, -97.748722 30.312202, -97.748655 30.31231, -97.748628 30.312383999999998, -97.748617 30.312452999999998, -97.74860699999999 30.312602, -97.748622 30.312882, -97.74862999999999 30.312943999999998, -97.74865 30.312972, -97.748725 30.312998, -97.748797 30.313028, -97.74882699999999 30.313056, -97.748896 30.313188999999998, -97.748941 30.313316, -97.748987 30.313516999999997, -97.74904199999999 30.313819, -97.749079 30.314076999999997, -97.749146 30.314653999999997, -97.74914299999999 30.314716999999998, -97.74910299999999 30.314885, -97.749079 30.315037999999998, -97.749084 30.315127, -97.749105 30.315196, -97.749184 30.315367, -97.749246 30.315669, -97.74924899999999 30.315936999999998, -97.749226 30.316024, -97.74904099999999 30.316418, -97.748914 30.316855, -97.748876 30.317116, -97.748896 30.317300000000003, -97.749089 30.317584, -97.749202 30.317740999999998, -97.749209 30.317759, -97.74920999999999 30.317783, -97.74919299999999 30.317878, -97.749139 30.317957, -97.749094 30.318216999999997, -97.74910899999999 30.318759, -97.749118 30.318876, -97.749057 30.318853999999998, -97.748289 30.318568, -97.747609 30.318257, -97.746871 30.317884999999997, -97.746074 30.317459, -97.74512 30.317093, -97.744232 30.316654, -97.743358 30.316229999999997, -97.742482 30.315811, -97.74156699999999 30.315400999999998, -97.74056 30.3149, -97.739649 30.31448, -97.738776 30.314041, -97.737571 30.313464, -97.73854 30.312098, -97.739311 30.31101, -97.740039 30.309949999999997, -97.740718 30.308912999999997, -97.74139 30.307862, -97.741895 30.307091, -97.742381 30.306254, -97.743049 30.305197, -97.74143099999999 30.304425, -97.739784 30.30358, -97.73925799999999 30.30333, -97.738295 30.302819999999997, -97.738147 30.302740999999997, -97.738295 30.302481, -97.738587 30.301966, -97.73890999999999 30.301527, -97.739102 30.301201, -97.739649 30.30034, -97.73989499999999 30.299913, -97.739981 30.299761, -97.740427 30.299090999999997, -97.740556 30.298900999999997, -97.74094 30.298268, -97.741198 30.297884999999997, -97.741965 30.296695999999997, -97.74210000000001 30.296504, -97.742817 30.295429, -97.743918 30.295921999999997, -97.744323 30.296141, -97.744919 30.296453, -97.74518499999999 30.296585, -97.745937 30.296910999999998, -97.746353 30.297093, -97.746922 30.297362999999997))"
48453000205,000205,"POLYGON ((-97.733255 30.319322999999997, -97.733468 30.319394, -97.733537 30.319415, -97.733538 30.319416, -97.73187899999999 30.322181999999998, -97.731865 30.322262, -97.732072 30.322366, -97.73304499999999 30.322847, -97.73398999999999 30.323309, -97.734892 30.321851, -97.73531299999999 30.32118, -97.735734 30.320525999999997, -97.73647 30.319391, -97.736848 30.318766, -97.73754699999999 30.317657999999998, -97.739561 30.318595, -97.739544 30.318616, -97.739536 30.31864, -97.739184 30.319277999999997, -97.73912299999999 30.319643, -97.73922499999999 30.319855999999998, -97.739334 30.322011999999997, -97.73935399999999 30.322505, -97.739459 30.323679, -97.73961299999999 30.325851999999998, -97.73962499999999 30.325958999999997, -97.739746 30.327900999999997, -97.739741 30.328079, -97.73978799999999 30.328916, -97.73989 30.330071, -97.740065 30.332473, -97.73982199999999 30.334851999999998, -97.738917 30.334418999999997, -97.738495 30.334208999999998, -97.736757 30.333382, -97.735625 30.332819999999998, -97.734781 30.332371, -97.73464899999999 30.332331, -97.734567 30.332306, -97.732406 30.331263999999997, -97.73159299999999 30.330871, -97.72948199999999 30.329881999999998, -97.728938 30.329617, -97.728218 30.329265, -97.72792199999999 30.329055, -97.727604 30.328526, -97.727417 30.32803, -97.727379 30.327856999999998, -97.72735399999999 30.327592, -97.72731399999999 30.327392999999997, -97.727262 30.327166, -97.727147 30.326842, -97.72711699999999 30.326745, -97.72688 30.32638, -97.726779 30.326254, -97.726638 30.326148999999997, -97.72633599999999 30.325943, -97.726624 30.3255, -97.728077 30.32322, -97.728252 30.322948, -97.72882 30.322011, -97.729393 30.321087, -97.730291 30.319606999999998, -97.73082099999999 30.318769999999997, -97.731133 30.318265, -97.733255 30.319322999999997))"
48453000206,000206,"POLYGON ((-97.74931 30.320584, -97.749292 30.320717, -97.74925999999999 30.320863, -97.749099 30.320936, -97.74904699999999 30.320940999999998, -97.748919 30.320945, -97.74874799999999 30.320933, -97.748576 30.320912, -97.74846 30.320885999999998, -97.748359 30.320852, -97.748054 30.320717, -97.748003 30.320701999999997, -97.747918 30.320694, -97.74785299999999 30.320712, -97.747828 30.320711, -97.74771 30.320663, -97.7474 30.320549, -97.747331 30.320514, -97.747294 30.320462, -97.74721 30.320408999999998, -97.74708 30.320352999999997, -97.74654699999999 30.320155999999997, -97.746282 30.320071, -97.746192 30.320057, -97.745909 30.320057, -97.745857 30.320076999999998, -97.74582099999999 30.320100999999998, -97.74579299999999 30.320148999999997, -97.74568 30.320252999999997, -97.745522 30.320386, -97.745498 30.320406, -97.74545499999999 30.320453999999998, -97.745415 30.320521, -97.74536499999999 30.320636, -97.74518599999999 30.320946, -97.74516799999999 30.320995999999997, -97.745161 30.321049, -97.745156 30.321123, -97.74515799999999 30.321191, -97.745288 30.321765, -97.74534399999999 30.321935, -97.745353 30.321963, -97.745413 30.322094999999997, -97.74558999999999 30.322409999999998, -97.74573199999999 30.322627999999998, -97.74579899999999 30.322771, -97.745862 30.322951, -97.745905 30.323109, -97.74591799999999 30.323197, -97.74591799999999 30.323273999999998, -97.745899 30.323392, -97.745853 30.323536999999998, -97.745818 30.323677, -97.745802 30.323767, -97.745785 30.323960999999997, -97.745789 30.324171, -97.745767 30.324354, -97.745753 30.324516, -97.74575 30.324680999999998, -97.74577 30.324941, -97.745802 30.325072, -97.745858 30.325374999999998, -97.745892 30.325529999999997, -97.74593 30.325619999999997, -97.745964 30.325720999999998, -97.745977 30.325819, -97.74604199999999 30.32602, -97.746074 30.3261, -97.74609699999999 30.326141, -97.74611999999999 30.326181, -97.746186 30.326269, -97.746229 30.326317, -97.74651899999999 30.32661, -97.746758 30.326916999999998, -97.746832 30.327029, -97.74689 30.327143, -97.74694199999999 30.327298, -97.74698599999999 30.327481, -97.74700999999999 30.327869, -97.74700999999999 30.328013, -97.74704299999999 30.328115, -97.747069 30.32829, -97.74706599999999 30.328464, -97.747053 30.328643999999997, -97.74700899999999 30.329096999999997, -97.747 30.329462999999997, -97.746984 30.329552, -97.74694199999999 30.329677999999998, -97.746898 30.329788999999998, -97.74681 30.329924, -97.74670599999999 30.330056, -97.746623 30.33014, -97.746494 30.33023, -97.74642999999999 30.330295, -97.746389 30.330351999999998, -97.746358 30.330420999999998, -97.746343 30.330492999999997, -97.746347 30.330565999999997, -97.746369 30.330641, -97.746422 30.330766999999998, -97.746488 30.330897999999998, -97.746534 30.330963999999998, -97.74673299999999 30.331201, -97.746786 30.331256, -97.746983 30.331415, -97.747134 30.331543999999997, -97.747405 30.331858999999998, -97.74765599999999 30.332043, -97.74786499999999 30.332224999999998, -97.74791499999999 30.332258999999997, -97.748464 30.332531999999997, -97.748594 30.332614, -97.748741 30.332722999999998, -97.74887 30.332832, -97.748971 30.332932, -97.749073 30.333056, -97.74915399999999 30.333171, -97.749224 30.333304, -97.74954699999999 30.333797999999998, -97.749641 30.333956999999998, -97.74967699999999 30.334049, -97.749732 30.334283, -97.749743 30.334398, -97.749749 30.334494999999997, -97.74918199999999 30.334645, -97.74754999999999 30.335209, -97.747069 30.335376, -97.74599599999999 30.335787999999997, -97.74557899999999 30.33581, -97.744902 30.335666999999997, -97.74391299999999 30.335421999999998, -97.74295099999999 30.335214999999998, -97.741908 30.335103999999998, -97.740926 30.335044999999997, -97.740449 30.335, -97.73982199999999 30.334851999999998, -97.740065 30.332473, -97.73989 30.330071, -97.73978799999999 30.328916, -97.739741 30.328079, -97.739746 30.327900999999997, -97.73962499999999 30.325958999999997, -97.73961299999999 30.325851999999998, -97.739459 30.323679, -97.73935399999999 30.322505, -97.739334 30.322011999999997, -97.73922499999999 30.319855999999998, -97.73912299999999 30.319643, -97.739184 30.319277999999997, -97.739536 30.31864, -97.739544 30.318616, -97.739561 30.318595, -97.73991199999999 30.318019, -97.740769 30.316694, -97.74156699999999 30.315400999999998, -97.742482 30.315811, -97.743358 30.316229999999997, -97.744232 30.316654, -97.74512 30.317093, -97.746074 30.317459, -97.746871 30.317884999999997, -97.747609 30.318257, -97.748289 30.318568, -97.749057 30.318853999999998, -97.749118 30.318876, -97.749123 30.318963, -97.749203 30.319186, -97.749241 30.319394, -97.749325 30.319734999999998, -97.74935599999999 30.319944999999997, -97.749344 30.32021, -97.749324 30.32048, -97.74931 30.320584))"
